das_voyage_id,direction,ship_name,ship_tonnage,chamber,departure_date,departure_place,arrival_date_cape,departure_date_cape,arrival_date,arrival_place
98521,return,Vredestein,880,Rotterdam,1764-11-10,Batavia,1765-01-21,1765-02-11,1765-06-12,Goeree
98522,return,Lekkerlust,880,Hoorn,1764-11-11,Batavia,1765-01-21,1765-03-02,1765-06-15,Texel
98523,return,Huis Te Boede,880,Zeeland,1764-11-16,Bengal,1765-02-04,1765-03-02,1765-06-13,Rammekens
98524,return,Oranjezaal,880,Amsterdam,1764-11-16,Bengal,1765-02-01,1765-03-02,1765-06-15,Texel
98525,return,Kievitsheuvel,1150,Amsterdam,1764-11-19,Ceylon,1765-01-15,1765-02-11,1765-06-03,Texel
98526,return,Aschat,1150,Amsterdam,1765-01-09,China,1765-04-18,1765-04-27,1765-08-06,Texel
98527,return,Huis Om,1150,Amsterdam,1765-01-09,China,1765-05-01,1765-05-23,1765-09-15,Texel
98528,return,Ruiteveld,1150,Zeeland,1765-01-09,China,1765-04-22,1765-05-09,1765-08-14,Rammekens
98529,return,'S Lands Welvaren,880,Delft,1765-01-09,China,1765-04-09,1765-04-21,1765-07-25,Goeree
98530,return,Vrouwe Kornelia Hillegonda,850,Rotterdam,1765-01-17,Bengal,1765-03-30,1765-04-14,1765-07-23,Goeree
98531,return,Stralen,850,Hoorn,1765-01-17,Bengal,1765-03-30,1765-04-14,1765-07-23,Texel
98532,return,Vosmaar,850,Zeeland,1765-01-29,Batavia,1765-04-25,1765-05-10,1765-08-27,Rammekens
98533,return,Jerusalem,880,Amsterdam,1765-01-30,Batavia,1765-04-30,1765-05-17,1765-08-31,Texel
98534,return,Eendracht,1150,Zeeland,1765-02-01,Ceylon,1765-04-25,1765-05-10,1765-08-30,Rammekens
98535,return,Luxemburg,1150,Amsterdam,1765-02-01,Ceylon,1765-04-06,1765-04-21,1765-07-07,Texel
98536,return,Westfriesland,880,Rotterdam,1765-05-10,Batavia,nan,nan,1765-12-08,Goeree
98537,return,Lycochton,880,Hoorn,1765-10-22,Batavia,1765-12-20,1766-01-08,1766-04-18,Texel
98538,return,Baarzande,850,Enkhuizen,1765-10-30,Batavia,1765-12-29,1766-02-03,1766-05-18,Texel
98539,return,Vrouwe Elisabeth,850,Rotterdam,1765-10-30,Batavia,1766-01-07,1766-02-03,1766-05-19,Goeree
98540,return,'S-Gravenzande,880,Delft,1765-10-30,Batavia,1765-12-29,1766-02-03,1766-05-17,Goeree
98541,return,Keukenhof,1150,Amsterdam,1765-10-30,Batavia,1765-12-29,1766-02-03,1766-05-18,Texel
98542,return,Lapienenburg,1150,Amsterdam,1765-10-30,Batavia,1765-12-30,1766-02-03,1766-05-18,Texel
98543,return,Admiraal De Ruyter,1150,Zeeland,1765-10-30,Batavia,1766-01-06,1766-03-01,1766-06-14,Rammekens
98544,return,Tulpenburg,1150,Amsterdam,1765-10-30,Batavia,1765-12-27,1766-03-01,1766-06-15,Texel
98545,return,Zuid-Beveland,1100,Zeeland,1765-10-30,Batavia,1766-01-06,1766-02-03,1766-05-18,Rammekens
98546,return,Kattendijke,880,Zeeland,1765-11-16,Bengal,1766-02-06,1766-03-01,1766-06-14,Rammekens
98547,return,Scholtenburg,880,Amsterdam,1765-11-16,Bengal,1766-02-06,1766-03-01,1766-06-15,Texel
98548,return,Overnes,1150,Amsterdam,1765-11-18,Ceylon,1766-02-10,1766-03-01,1766-06-15,Texel
98549,return,Barbara Theodora,1150,Zeeland,1765-11-20,Ceylon,1766-02-06,1766-03-01,1766-06-14,Rammekens
98550,return,Blijdorp,880,Zeeland,1765-12-31,Batavia,1766-03-26,1766-04-16,1766-07-15,Rammekens
98551,return,Schoonzicht,880,Amsterdam,1765-12-31,Batavia,1766-03-27,1766-04-16,1766-07-15,Texel
98552,return,Noord-Beveland,1150,Amsterdam,1766-01-05,China,1766-04-09,1766-04-21,1766-07-15,Texel
98553,return,Vredenhof,1150,Amsterdam,1766-01-05,China,1766-04-11,1766-04-21,1766-07-15,Texel
98554,return,Pallas,1150,Zeeland,1766-01-09,China,1766-04-12,1766-04-28,1766-07-26,Rammekens
98555,return,Walenburg,880,Rotterdam,1766-01-09,China,1766-04-17,1766-04-28,1766-06-26,Goeree
98556,return,Bleiswijk,880,Delft,1766-01-17,Bengal,1766-04-05,1766-04-19,1766-07-14,Texel
98557,return,Schagen,880,Hoorn,1766-01-17,Bengal,1766-04-19,1766-05-04,1766-08-04,Texel
98558,return,Damzicht,1150,Amsterdam,1766-02-02,Ceylon,1766-04-12,1766-04-28,1766-07-27,Texel
98559,return,Leimuiden,1150,Amsterdam,1766-02-02,Ceylon,1766-04-19,1766-05-04,1766-08-04,Texel
98560,return,Nijenborg,880,Amsterdam,1766-04-09,Batavia,nan,nan,1766-10-20,Texel
98561,return,Enkhuizen,880,Enkhuizen,1766-10-26,Batavia,1766-12-14,1767-01-07,1767-05-08,Texel
98562,return,Kronenburg,1100,Amsterdam,1766-11-07,Batavia,1767-01-18,1767-02-11,1767-05-26,Texel
98563,return,Zilveren Leeuw,880,Rotterdam,1766-11-07,Batavia,1767-01-18,1767-02-11,1767-05-24,Goeree
98564,return,Noord Nieuwland,880,Hoorn,1766-11-07,Batavia,1767-01-25,1767-02-11,1767-05-25,Texel
98565,return,Velsen,1100,Amsterdam,1766-11-07,Batavia,1767-01-12,1767-03-02,1767-06-20,Texel
98566,return,Vreeburg,850,Delft,1766-11-07,Batavia,1767-01-23,1767-02-11,1767-05-24,Goeree
98567,return,Walcheren,1150,Zeeland,1766-11-07,Batavia,1767-01-14,1767-02-11,1767-05-24,Rammekens
98568,return,Huis Om,1150,Amsterdam,1766-11-16,Ceylon,1767-02-15,1767-03-02,1767-06-20,Texel
98569,return,Oranjezaal,880,Amsterdam,1766-11-16,Bengal,1767-01-27,1767-03-02,1767-06-20,Texel
98570,return,Renswoude,1150,Amsterdam,1766-11-16,Ceylon,1767-01-22,1767-02-11,1767-05-24,Texel
98571,return,Jonge Samuel,880,Zeeland,1766-11-16,Bengal,1767-02-01,1767-03-02,1767-06-20,Rammekens
98572,return,Nieuw Rhoon,1150,Zeeland,1766-12-03,China,1767-03-24,1767-04-01,1767-07-02,Rammekens
98573,return,Jonge Thomas,1150,Amsterdam,1766-12-03,China,nan,nan,1767-06-29,Texel
98574,return,Bartha Petronella,880,Hoorn,1767-01-02,China,nan,nan,1767-07-27,Texel
98575,return,Jonge Lieve,1150,Amsterdam,1767-01-02,China,1767-04-02,1767-04-09,1767-07-10,Texel
98576,return,'S Lands Welvaren,880,Amsterdam,1767-01-15,Batavia,nan,nan,1767-07-28,Texel
98577,return,Jonkvrouwe Kornelia Jakoba,880,Enkhuizen,1767-01-20,Bengal,nan,nan,1767-07-01,Texel
98578,return,Vredestein,880,Rotterdam,1767-01-20,Bengal,nan,nan,1767-07-03,Goeree
98579,return,Gouverneur-Generaal,850,Zeeland,1767-02-04,Ceylon,nan,nan,1767-07-11,Rammekens
98580,return,Snoek,880,Zeeland,1767-02-04,Ceylon,nan,nan,1767-07-28,Rammekens
98581,return,Vlietlust,1150,Amsterdam,1767-02-05,Ceylon,1767-04-08,1767-04-19,1767-07-22,Texel
98582,return,Westerveld,1100,Amsterdam,1767-02-05,Ceylon,nan,nan,1767-07-24,Texel
98583,return,Vrouwe Elisabeth Dorothea,600,Amsterdam,1767-05-16,Batavia,nan,nan,nan,
98584,return,Westfriesland,880,Hoorn,1767-10-22,Batavia,1767-12-21,1768-01-12,1768-04-15,Texel
98585,return,Huis Te Bijweg,1100,Amsterdam,1767-11-06,Batavia,1768-01-02,1768-02-02,1768-05-20,Texel
98586,return,Duinenburg,1100,Zeeland,1767-11-06,Batavia,1768-01-06,1768-02-02,1768-05-19,Rammekens
98587,return,Lekkerlust,880,Rotterdam,1767-11-06,Batavia,1768-01-02,1768-02-02,1768-05-18,Goeree
98588,return,Lycochton,880,Amsterdam,1767-11-06,Batavia,1768-01-02,1768-02-02,1768-05-19,Texel
98589,return,Ritthem,880,Delft,1767-11-06,Batavia,1768-01-24,1768-03-05,1768-06-10,Goeree
98590,return,Welgelegen,880,Enkhuizen,1767-11-06,Batavia,1768-01-19,1768-03-05,1768-06-11,Texel
98591,return,Compagnies Welvaren,1150,Amsterdam,1767-11-06,Batavia,1768-01-03,1768-02-02,1768-05-30,Texel
98592,return,Ouderamstel,1100,Amsterdam,1767-11-11,Batavia,1768-01-09,1768-03-05,1768-06-11,Texel
98593,return,Vrouwe Kornelia Hillegonda,850,Amsterdam,1767-11-18,Bengal,1768-01-30,1768-03-05,1768-06-11,Texel
98594,return,Vrouwe Geertruida,1100,Amsterdam,1767-11-19,Ceylon,1768-01-19,1768-03-05,1768-06-11,Texel
98595,return,Ruiteveld,1150,Amsterdam,1767-11-19,Ceylon,1768-01-10,1768-02-02,1768-05-17,Texel
98596,return,Ganzenhoef,880,Amsterdam,1767-11-23,China,1768-02-16,1768-03-05,1768-06-16,Texel
98597,return,Pallas,1150,Amsterdam,1767-11-23,China,1768-02-19,1768-03-10,1768-06-18,Texel
98598,return,Geinwens,1100,Zeeland,1768-01-03,China,nan,nan,1768-07-02,Rammekens
98599,return,Vrouwe Margaretha Maria,880,Enkhuizen,1768-01-03,China,nan,nan,1768-07-04,Texel
98600,return,Vrouwe Anthoinetta Koenrardina,880,Enkhuizen,1768-01-19,Bengal,nan,nan,1768-07-07,Texel
98601,return,Azië,1100,Amsterdam,1768-01-19,Batavia,nan,nan,nan,
98602,return,Vrouwe Elisabeth,850,Delft,1768-01-19,Bengal,nan,nan,1768-07-02,Goeree
98603,return,Burch,1150,Zeeland,1768-01-25,Batavia,nan,nan,1768-08-25,Rammekens
98604,return,Noord-Beveland,1100,Zeeland,1768-02-02,Ceylon,1768-04-16,1768-05-03,1768-08-27,Rammekens
98605,return,Vrouwe Petronella Maria,1100,Amsterdam,1768-02-02,Ceylon,nan,nan,1768-07-27,Texel
98606,return,Schoonzicht,880,Rotterdam,1768-02-16,Ceylon,nan,nan,1768-08-27,Goeree
98607,return,Bleiswijk,880,Amsterdam,1768-05-16,Batavia,nan,nan,1768-11-04,Texel
98608,return,Jerusalem,880,Rotterdam,1768-10-22,Batavia,1769-02-02,1769-02-23,1769-06-03,Goeree
98609,return,Bartha Petronella,880,Hoorn,1768-11-06,Batavia,1769-02-07,1769-03-01,1769-06-02,Texel
98610,return,Blijdorp,880,Zeeland,1768-11-06,Batavia,1769-02-02,1769-04-03,1769-07-18,Rammekens
98611,return,Borssele,1150,Zeeland,1768-11-06,Batavia,1769-01-09,1769-02-07,1769-05-10,Rammekens
98612,return,Bovenkerker Polder,850,Amsterdam,1768-11-06,Batavia,1769-01-17,1769-02-07,1769-05-11,Texel
98613,return,Duivenbrug,850,Enkhuizen,1768-11-06,Batavia,1769-01-14,1769-02-07,1769-05-12,Texel
98614,return,Erfprins,880,Delft,1768-11-06,Batavia,1769-01-09,1769-02-07,1769-05-10,Goeree
98615,return,Landskroon,1150,Amsterdam,1768-11-06,Batavia,1769-02-02,1769-04-03,1769-07-17,Texel
98616,return,Ridderkerk,850,Amsterdam,1768-11-06,Batavia,1769-01-17,1769-02-07,1769-05-12,Texel
98617,return,Jonge Samuel,880,Amsterdam,1768-11-06,Batavia,1769-01-18,1769-02-07,1769-05-11,Texel
98618,return,Veldhoen,1150,Amsterdam,1768-11-06,Batavia,1769-01-31,1769-03-01,1769-06-02,Texel
98619,return,Walenburg,880,Amsterdam,1768-11-06,Batavia,1769-02-02,1769-04-03,1769-07-18,Texel
98620,return,Kronenburg,1100,Amsterdam,1768-11-16,Ceylon,1769-02-02,1769-03-01,1769-06-02,Texel
98621,return,Nieuw Rhoon,1150,Zeeland,1768-11-22,Ceylon,1769-02-07,1769-03-01,1769-06-02,Rammekens
98622,return,Scholtenburg,880,Amsterdam,1768-11-25,Bengal,1769-02-07,1769-03-01,1769-06-02,Texel
98623,return,Vlissingen,880,Zeeland,1768-11-25,Bengal,1769-02-07,1769-03-01,1769-06-02,Rammekens
98624,return,Jonge Thomas,1150,Amsterdam,1768-11-30,China,1769-03-08,1769-04-03,1769-07-18,Texel
98625,return,Woestduin,1150,Zeeland,1768-11-30,China,1769-03-08,1769-04-03,1769-07-18,Rammekens
98626,return,Pauw,850,Delft,1768-12-25,China,1769-03-21,1769-04-03,1769-07-16,Goeree
98627,return,Willem De Vijfde,1150,Amsterdam,1768-12-26,China,1769-04-03,1769-05-15,1769-07-22,Texel
98628,return,Zilveren Leeuw,880,Delft,1769-01-13,Batavia,nan,nan,1769-07-15,Goeree
98629,return,Nijenborg,880,Enkhuizen,1769-01-13,Batavia,nan,nan,nan,
98630,return,Renswoude,1150,Amsterdam,1769-01-13,Batavia,1769-04-20,1769-05-02,1769-08-02,Texel
98631,return,Bleijenburg,880,Hoorn,1769-01-23,Bengal,1769-04-16,1769-05-02,1769-08-02,Texel
98632,return,Ijsselmonde,880,Rotterdam,1769-01-23,Bengal,1769-04-16,1769-05-02,1769-07-31,Goeree
98633,return,Damzicht,1150,Amsterdam,1769-02-03,Ceylon,1769-04-07,1769-05-18,1769-07-18,Texel
98634,return,Leimuiden,1150,Amsterdam,1769-02-03,Ceylon,1769-04-20,1769-05-08,1769-08-18,Texel
98635,return,Rijnsburg,850,Amsterdam,1769-05-21,Batavia,nan,nan,1770-02-13,Texel
98636,return,Vreeburg,850,Delft,1769-10-21,Batavia,1770-01-13,1770-01-27,1770-05-07,Goeree
98637,return,Aschat,1150,Amsterdam,1769-10-23,Batavia,1770-01-07,1770-03-01,1770-06-14,Texel
98638,return,Huis Om,1150,Amsterdam,1769-10-23,Batavia,1770-01-13,1770-02-04,1770-05-08,Texel
98639,return,Popkensburg,880,Zeeland,1769-10-23,Batavia,1770-02-03,1770-03-01,1770-06-13,Rammekens
98640,return,Compagnies Welvaren,1150,Amsterdam,1769-10-23,Batavia,1770-01-03,1770-02-04,1770-05-08,Texel
98641,return,Pallas,1150,Amsterdam,1769-10-25,Batavia,1769-12-26,1770-02-04,1770-05-08,Texel
98642,return,Huis Te Bijweg,1100,Amsterdam,1769-10-28,Batavia,1769-12-27,1770-02-04,1770-05-08,Texel
98643,return,Barbara Theodora,1150,Zeeland,1769-11-01,Batavia,1770-01-07,1770-02-04,1770-05-08,Rammekens
98644,return,Schagen,880,Hoorn,1769-11-02,Batavia,1770-01-15,1770-02-04,1770-05-09,Texel
98645,return,Vredestein,880,Rotterdam,1769-11-03,Batavia,1770-02-03,1770-03-01,1770-06-13,Goeree
98646,return,Vrouwe Geertruida,1100,Amsterdam,1769-11-17,Ceylon,1770-02-06,1770-03-01,1770-06-14,Texel
98647,return,Oud Haarlem,1150,Amsterdam,1769-12-13,China,1770-03-15,1770-04-03,1770-06-27,Texel
98648,return,'T Loo,1150,Amsterdam,1769-12-13,China,1770-03-15,1770-04-03,1770-06-28,Texel
98649,return,Oostkapelle,1150,Zeeland,1769-12-13,China,1770-03-18,1770-04-03,1770-06-27,Rammekens
98650,return,Tempel,850,Rotterdam,1769-12-13,China,1770-03-15,1770-04-03,1770-06-27,Goeree
98651,return,Vrouwe Margaretha Maria,880,Enkhuizen,1770-01-17,Batavia,1770-05-06,1770-05-13,1770-08-21,Texel
98652,return,Vrouwe Maria Jakoba,880,Hoorn,1770-01-17,Batavia,nan,nan,1770-08-23,Texel
98653,return,Vrouwe Petronella Maria,1150,Amsterdam,1770-01-17,Batavia,nan,nan,nan,
98654,return,Vredelust,1150,Amsterdam,1770-01-17,Batavia,1770-05-08,1770-05-28,1770-10-13,Texel
98655,return,Enkhuizen,880,Enkhuizen,1770-01-29,Bengal,nan,nan,nan,
98656,return,Vaillant,880,Hoorn,1770-01-29,Bengal,nan,nan,nan,
98657,return,'S Lands Welvaren,880,Amsterdam,1770-01-29,Bengal,1770-05-05,1770-05-13,1770-08-21,Texel
98658,return,Velsen,1100,Amsterdam,1770-02-13,Ceylon,1770-04-05,1770-04-24,1770-08-02,Texel
98659,return,Zuid-Beveland,1100,Zeeland,1770-02-13,Ceylon,1770-04-10,1770-04-24,1770-08-09,Rammekens
98660,return,Westfriesland,880,Amsterdam,1770-05-23,Batavia,nan,nan,1771-04-21,Texel
98661,return,Vrouwe Kornelia Hillegonda,850,Enkhuizen,1770-10-22,Batavia,1770-12-23,1771-01-10,1771-04-27,Texel
98662,return,Kronenburg,1100,Amsterdam,1770-10-24,Batavia,1770-12-23,1771-02-09,1771-05-24,Texel
98663,return,Nieuw Rhoon,1150,Amsterdam,1770-10-24,Batavia,1770-12-26,1771-03-02,1771-06-03,Texel
98664,return,Vrouwe Anthoinetta Koenrardina,880,Delft,1770-11-06,Batavia,1770-12-22,1771-02-09,1771-05-24,Goeree
98665,return,Jonge Lieve,1150,Amsterdam,1770-11-06,Batavia,1771-01-01,1771-03-02,1771-06-20,Texel
98666,return,Huis Ter Meijen,1150,Amsterdam,1770-11-06,Batavia,1771-01-01,1771-02-09,1771-05-24,Texel
98667,return,Jonge Samuel,880,Zeeland,1770-11-06,Batavia,1770-12-26,1771-02-09,1771-05-24,Rammekens
98668,return,Duinenburg,1100,Zeeland,1770-11-10,Batavia,1771-01-31,1771-03-02,1771-06-21,Rammekens
98669,return,Ridderkerk,850,Hoorn,1770-11-10,Batavia,1771-01-03,1771-02-09,1771-05-24,Texel
98670,return,Vlissingen,880,Rotterdam,1770-11-10,Batavia,1771-01-13,1771-02-09,1771-05-24,Goeree
98671,return,Woestduin,1150,Amsterdam,1770-11-10,Batavia,1771-01-07,1771-03-02,1771-06-20,Texel
98672,return,Geinwens,1100,Amsterdam,1770-11-16,Ceylon,1771-02-22,1771-03-02,1771-06-20,Texel
98673,return,Bovenkerker Polder,850,Amsterdam,1770-12-05,Bengal,1771-02-15,1771-03-02,1771-06-17,Texel
98674,return,Bot,1150,Amsterdam,1770-12-17,China,1771-03-10,1771-03-27,1771-07-07,Texel
98675,return,Jonge Hellingman,850,Hoorn,1770-12-17,China,1771-03-11,1771-03-27,1771-07-07,Texel
98676,return,Prinses Van Oranje,1150,Amsterdam,1770-12-17,China,1771-03-11,1771-03-27,1771-07-07,Texel
98677,return,Willem De Vijfde,1150,Zeeland,1770-12-17,China,1771-03-11,1771-03-27,1771-07-02,Rammekens
98678,return,Zilveren Leeuw,880,Rotterdam,1771-01-19,Batavia,1771-04-02,1771-04-30,1771-08-09,Goeree
98679,return,Schoonzicht,880,Amsterdam,1771-01-19,Batavia,1771-04-02,1771-04-30,1771-08-10,Texel
98680,return,Damzicht,1150,Amsterdam,1771-01-20,Batavia,1771-04-02,1771-04-30,nan,
98681,return,Bleiswijk,880,Delft,1771-01-29,Bengal,1771-04-09,1771-04-30,1771-08-09,Goeree
98682,return,Ritthem,880,Zeeland,1771-01-29,Bengal,1771-04-08,1771-04-30,1771-08-10,Rammekens
98683,return,Renswoude,1150,Amsterdam,1771-02-03,Ceylon,1771-04-03,1771-04-30,1771-09-10,Rammekens
98684,return,Westerveld,1100,Amsterdam,1771-02-03,Ceylon,1771-03-03,1771-04-30,1771-08-13,Texel
98685,return,Duivenbrug,850,Amsterdam,1771-05-20,Batavia,1771-08-20,1771-09-19,1772-06-07,Texel
98686,return,Zon,450,Amsterdam,1771-06-12,The Cape,nan,1771-06-12,1771-09-29,Texel
98687,return,Rijnsburg,850,Amsterdam,1771-07-02,Batavia,nan,nan,nan,
98688,return,Bartha Petronella,880,Amsterdam,1771-10-09,Coromandel,1772-01-27,1772-03-14,1772-06-09,Texel
98689,return,Pallas,1150,Amsterdam,1771-10-11,Ceylon,1772-01-31,1772-02-20,1772-05-30,Texel
98690,return,Hoolwerf,850,Delft,1771-10-22,Batavia,1772-01-18,1772-01-30,1772-04-24,Goeree
98691,return,Aschat,1150,Amsterdam,1771-11-06,Batavia,1772-01-28,1772-03-14,1772-06-09,Texel
98692,return,Azië,1100,Amsterdam,1771-11-06,Batavia,1772-01-18,1772-02-20,1772-05-30,Texel
98693,return,Huis Te Bijweg,1100,Amsterdam,1771-11-06,Batavia,1772-01-28,1772-02-20,1772-05-30,Texel
98694,return,Vrouwe Elisabeth,850,Rotterdam,1771-11-06,Batavia,1772-01-29,1772-03-14,1772-06-26,Goeree
98695,return,Vrouwe Geertruida,1100,Amsterdam,1771-11-06,Batavia,1772-01-18,1772-02-20,1772-05-30,Texel
98696,return,Landskroon,1150,Amsterdam,1771-11-06,Batavia,1772-02-09,1772-04-06,1772-07-19,Texel
98697,return,Huis Om,1150,Zeeland,1771-11-06,Batavia,1772-01-29,1772-03-14,1772-06-10,Rammekens
98698,return,Ouwerkerk,1150,Zeeland,1771-11-06,Batavia,1772-01-28,1772-02-20,1772-06-03,Rammekens
98699,return,Jonge Thomas,1150,Amsterdam,1771-11-06,Batavia,1772-01-18,1772-03-14,1772-06-09,Texel
98700,return,Vreeburg,850,Enkhuizen,1771-11-17,Batavia,1772-02-01,1772-03-14,1772-06-09,Texel
98701,return,Lands Welvaren,880,Amsterdam,1771-11-21,Bengal,1772-01-28,1772-02-20,1772-05-30,Texel
98702,return,Lam,850,Enkhuizen,1771-12-17,China,1772-03-19,1772-04-06,1772-07-12,Texel
98703,return,'T Loo,1150,Amsterdam,1771-12-17,China,1772-03-19,1772-04-06,1772-07-12,Texel
98704,return,Oud Haarlem,1150,Zeeland,1771-12-24,China,1772-03-21,1772-04-06,1772-07-12,Rammekens
98705,return,Oostkapelle,1150,Amsterdam,1771-12-24,China,1772-03-19,1772-04-06,1772-07-13,Texel
98706,return,Ijsselmonde,880,Hoorn,1772-01-22,Bengal,1772-03-31,1772-04-12,1772-07-19,Texel
98707,return,Borssele,1150,Zeeland,1772-02-03,Ceylon,1772-04-15,1772-05-01,1772-08-05,Rammekens
98708,return,Welgelegen,880,Hoorn,1772-02-24,Batavia,1772-12-24,1773-01-16,1773-04-22,Texel
98709,return,Bleijenburg,880,Amsterdam,1772-04-16,Batavia,nan,nan,1772-10-14,Texel
98710,return,Zon,450,Amsterdam,1772-06-25,The Cape,nan,1772-06-25,1772-09-28,Texel
98711,return,Alkemade,1150,Amsterdam,1772-10-04,Coromandel,1773-01-26,1773-02-04,1773-06-07,Texel
98712,return,Ritthem,880,Enkhuizen,1772-10-24,Batavia,1772-12-22,1773-01-16,1773-05-01,Texel
98713,return,Groenendaal,1150,Amsterdam,1772-10-27,Batavia,1772-12-30,1773-02-04,1773-05-25,Texel
98714,return,Pauw,850,Delft,1772-10-27,Batavia,1772-12-30,1773-02-04,1773-05-23,Goeree
98715,return,Honkoop,1150,Amsterdam,1772-10-30,Batavia,1772-12-23,1773-02-04,1773-05-24,Texel
98716,return,Willem De Vijfde,1150,Zeeland,1772-10-31,Batavia,1772-12-30,1773-02-04,1773-05-24,Rammekens
98717,return,Botland,1150,Amsterdam,1772-11-04,Batavia,1773-01-06,1773-02-04,1773-06-07,Texel
98718,return,Vrouwe Maria Jakoba,880,Hoorn,1772-11-08,Batavia,1773-01-07,1773-02-04,1773-05-25,Texel
98719,return,Noord-Beveland,1150,Amsterdam,1772-11-08,Batavia,1773-01-07,1773-02-04,1773-05-26,Texel
98720,return,Zuid-Beveland,1100,Amsterdam,1772-11-16,Ceylon,1773-01-15,1773-02-04,1773-06-07,Texel
98721,return,Bot,1150,Zeeland,1772-12-03,China,1773-03-02,1773-04-09,1773-07-04,Rammekens
98722,return,Herstelder,600,Delft,1772-12-03,China,1773-03-01,1773-04-09,1773-06-29,Goeree
98723,return,Nieuw Rhoon,1150,Zeeland,1772-12-03,Batavia,1773-03-01,1773-04-09,1773-07-04,Rammekens
98724,return,Jonge Samuel,880,Rotterdam,1772-12-03,Batavia,1773-03-04,1773-04-09,1773-06-29,Goeree
98725,return,Prinses Van Oranje,1150,Amsterdam,1772-12-24,China,1773-03-18,1773-04-09,1773-07-01,Texel
98726,return,Veldhoen,1150,Amsterdam,1772-12-24,China,1773-03-21,1773-04-09,1773-07-01,Texel
98727,return,Bovenkerker Polder,850,Amsterdam,1773-01-24,Bengal,1773-03-28,1773-04-21,1773-07-05,Texel
98728,return,Duinenburg,1100,Amsterdam,1773-01-30,Batavia,1773-05-03,1773-05-26,nan,
98729,return,Mercuur,850,Rotterdam,1773-01-30,Batavia,nan,nan,1773-08-15,Goeree
98730,return,Westfriesland,880,Zeeland,1773-02-01,Ceylon,1773-04-13,1773-05-09,1773-09-03,Rammekens
98731,return,Woestduin,1150,Amsterdam,1773-02-01,Ceylon,1773-04-19,1773-05-09,1773-09-02,Texel
98732,return,Ouwerkerk,1150,Zeeland,1773-04-21,The Cape,nan,1773-04-21,1773-07-22,Rammekens
98733,return,Ridderkerk,850,Amsterdam,1773-04-30,Batavia,nan,1773-07-18,1773-11-17,Texel
98734,return,Vrouwe Margaretha Maria,880,,1773-07-15,Batavia,nan,nan,nan,
98735,return,Bartha Petronella,880,Amsterdam,1773-07-18,The Cape,nan,1773-07-18,1773-10-08,Texel
98736,return,Jonge Lieve,1150,Amsterdam,1773-09-27,Coromandel,1773-12-18,1774-02-02,1774-06-02,Texel
98737,return,Juno,850,Delft,1773-10-27,Batavia,1773-12-23,1774-02-02,1774-06-01,Goeree
98738,return,Vrouwe Kornelia Hillegonda,850,Hoorn,1773-10-27,Batavia,1774-01-04,1774-01-21,1774-06-01,Texel
98739,return,Huis Te Krooswijk,850,Rotterdam,1773-10-27,Batavia,1773-12-17,1774-02-02,1774-06-02,Goeree
98740,return,Vreeburg,850,Enkhuizen,1773-10-27,Batavia,1773-12-17,1774-02-02,1774-06-02,Texel
98741,return,Azië,1100,Zeeland,1773-11-01,Batavia,1774-01-10,1774-02-02,1774-06-01,Rammekens
98742,return,Foreest,850,Amsterdam,1773-11-01,Batavia,1774-01-06,1774-03-02,1774-06-08,Texel
98743,return,'T Loo,1150,Amsterdam,1773-11-06,Batavia,1774-01-09,1774-02-02,1774-06-02,Texel
98744,return,Huis Ter Meijen,1150,Amsterdam,1773-11-16,Ceylon,1774-02-04,1774-03-02,1774-07-08,Texel
98745,return,Huis Te Bijweg,1100,Amsterdam,1773-11-18,Batavia,1774-02-20,nan,nan,
98746,return,Overhout,1150,Amsterdam,1773-11-25,Batavia,1774-03-12,1774-04-05,1774-07-05,Texel
98747,return,Aschat,1150,Amsterdam,1773-12-04,Batavia,1774-03-12,1774-04-05,1774-07-05,Texel
98748,return,Popkensburg,880,Zeeland,1773-12-04,Batavia,1774-03-10,1774-04-05,1774-07-05,Rammekens
98749,return,Jonge Hellingman,850,Rotterdam,1773-12-25,China,1774-04-26,1774-05-16,1774-09-30,Texel
98750,return,Holland,1150,Amsterdam,1773-12-25,China,1774-04-22,1774-05-06,1774-08-25,Texel
98751,return,Europa,1200,Zeeland,1773-12-29,China,1774-04-21,1774-05-06,1774-08-25,Rammekens
98752,return,Voorberg,1150,Amsterdam,1773-12-29,China,1774-04-21,1774-05-06,1774-08-26,Texel
98753,return,Beekvliet,850,Amsterdam,1774-01-21,Batavia,1774-04-28,1774-05-16,1774-09-02,Texel
98754,return,Hoolwerf,850,Enkhuizen,1774-01-21,Batavia,1774-04-18,1774-05-04,1774-08-25,Texel
98755,return,Zilveren Leeuw,880,Amsterdam,1774-01-23,Bengal,1774-04-22,1774-05-06,1774-09-23,Texel
98756,return,Hoop,800,Amsterdam,1774-02-01,The Cape,nan,1774-02-01,1774-06-08,Texel
98757,return,Oud Haarlem,1150,Zeeland,1774-02-03,Ceylon,1774-04-22,1774-05-06,1774-08-25,Rammekens
98758,return,Landskroon,1150,Amsterdam,1774-02-03,Ceylon,1774-04-28,1774-05-16,1774-09-23,Texel
98759,return,Tempel,850,Amsterdam,1774-05-14,Batavia,nan,nan,1775-02-16,Texel
98760,return,Noordbeek,850,Zeeland,1774-06-24,The Cape,nan,1774-06-24,1774-11-15,Rammekens
